category_code,status,founded_at,closed_at,country_code,funding_rounds,funding_total_usd,milestones,relationships,lat,lng,isClosed,Active_Days
web,operating,2005,2021.0,IRL,1.0,3652913.0,1.0,1.0,53.9451156,-8.0861878,1,5840.0
web,operating,2011,2021.0,USA,1.0,3652913.0,1.0,3.0,37.3852183,-122.1141298,1,3650.0
consulting,operating,1979,2021.0,USA,1.0,3652913.0,1.0,8.0,37.7749295,-122.4194155,1,15330.0
other,operating,2008,2021.0,USA,1.0,120000.0,1.0,3.0,37.9060368,-122.5449763,1,4745.0
consulting,operating,2008,2021.0,AUS,1.0,3652913.0,1.0,6.0,-33.8688197,151.2092955,1,4745.0
software,operating,2009,2021.0,IND,1.0,3652913.0,1.0,1.0,12.9715987,77.5945627,1,4380.0
other,operating,2006,2021.0,DEU,1.0,3652913.0,1.0,1.0,53.5510846,9.9936819,1,5475.0
software,operating,2010,2021.0,GBR,1.0,3652913.0,1.0,1.0,51.5073509,-0.1277583,1,4015.0
ecommerce,operating,2004,2021.0,GBR,1.0,3652913.0,1.0,1.0,53.7632254,-2.7044052,1,6205.0
network_hosting,operating,2008,2021.0,JOR,1.0,3652913.0,1.0,4.0,31.9453666,35.9283716,1,4745.0
ecommerce,operating,2010,2021.0,JPN,1.0,3652913.0,1.0,1.0,34.4858993,133.3623127,1,4015.0
games_video,operating,2010,2021.0,USA,1.0,3652913.0,1.0,6.0,37.7749295,-122.4194155,1,4015.0
web,operating,2007,2021.0,ARE,1.0,3652913.0,1.0,2.0,25.2048493,55.2707828,1,5110.0
mobile,operating,2010,2021.0,USA,1.0,3652913.0,1.0,3.0,40.7127753,-74.0059728,1,4015.0
advertising,operating,1999,2021.0,GBR,1.0,3652913.0,1.0,2.0,51.788598,0.009547,1,8030.0
web,operating,2011,2021.0,USA,1.0,3652913.0,1.0,1.0,37.7749295,-122.4194155,1,3650.0
advertising,operating,2009,2021.0,USA,1.0,250000.0,2.0,1.0,36.6103334,-88.314761,1,4380.0
software,operating,2006,2021.0,USA,1.0,3652913.0,1.0,1.0,37.3382082,-121.8863286,1,5475.0
web,operating,2011,2021.0,USA,1.0,3652913.0,1.0,3.0,33.7879139,-117.8531007,1,3650.0
software,operating,2007,2021.0,JOR,1.0,3652913.0,1.0,3.0,31.9453666,35.9283716,1,5110.0
software,operating,2000,2021.0,USA,2.0,16450000.0,1.0,7.0,42.6583356,-71.1367953,1,7665.0
manufacturing,operating,2001,2021.0,USA,2.0,16400000.0,1.0,4.0,32.715738,-117.1610838,1,7300.0
software,operating,2001,2021.0,NZL,1.0,3652913.0,1.0,2.0,-41.2864603,174.776236,1,7300.0
software,operating,2010,2021.0,USA,1.0,3652913.0,2.0,4.0,45.5230622,-122.6764815,1,4015.0
cleantech,operating,2000,2021.0,USA,1.0,1200000.0,1.0,1.0,41.8489872,-72.5717551,1,7665.0
software,operating,1996,2021.0,AUS,1.0,3652913.0,1.0,3.0,-33.749,151.2331,1,9125.0
software,operating,2009,2021.0,SYC,1.0,3652913.0,1.0,1.0,28.8052674,-97.0035982,1,4380.0
games_video,operating,2006,2021.0,IND,1.0,3652913.0,1.0,1.0,13.0826802,80.2707184,1,5475.0
software,operating,2007,2021.0,USA,1.0,3652913.0,1.0,1.0,42.3509179,-73.8029028,1,5110.0
security,operating,2011,2021.0,IND,2.0,3652913.0,1.0,7.0,19.0759837,72.8776559,1,3650.0
games_video,operating,2009,2021.0,DEU,1.0,3652913.0,1.0,1.0,53.5510846,9.9936819,1,4380.0
web,operating,2011,2021.0,USA,1.0,225000.0,2.0,3.0,40.7127753,-74.0059728,1,3650.0
ecommerce,operating,2009,2021.0,USA,1.0,3652913.0,1.0,2.0,38.8445251,-82.1370889,1,4380.0
software,operating,1999,2021.0,USA,1.0,3652913.0,1.0,2.0,38.9586307,-77.3570028,1,8030.0
enterprise,operating,2011,2021.0,USA,1.0,3652913.0,2.0,2.0,37.4852152,-122.2363548,1,3650.0
ecommerce,operating,2010,2021.0,CAN,1.0,1200000.0,1.0,6.0,43.653226,-79.3831843,1,4015.0
public_relations,operating,2005,2021.0,USA,1.0,3652913.0,1.0,1.0,32.7766642,-96.7969879,1,5840.0
software,operating,1947,2021.0,USA,1.0,3652913.0,2.0,2.0,41.1578377,-80.0886703,1,27010.0
consulting,operating,2008,2021.0,USA,1.0,3652913.0,2.0,2.0,37.2358078,-121.9623751,1,4745.0
games_video,operating,2005,2021.0,USA,1.0,3652913.0,1.0,2.0,40.7127753,-74.0059728,1,5840.0
software,operating,2005,2021.0,IND,1.0,3652913.0,2.0,4.0,12.9715987,77.5945627,1,5840.0
mobile,operating,2010,2021.0,USA,3.0,7575000.0,1.0,5.0,37.4529598,-122.1817252,1,4015.0
web,operating,2006,2021.0,USA,1.0,3652913.0,1.0,1.0,45.5230622,-122.6764815,1,5475.0
web,operating,2010,2021.0,USA,1.0,3652913.0,2.0,1.0,34.0522342,-118.2436849,1,4015.0
software,operating,2005,2021.0,ARE,1.0,3652913.0,1.0,1.0,25.2048493,55.2707828,1,5840.0
advertising,closed,2011,2012.0,GBR,1.0,28176.0,1.0,3.0,51.5073509,-0.1277583,0,365.0
advertising,operating,2005,2021.0,USA,1.0,7000000.0,2.0,3.0,40.7127753,-74.0059728,1,5840.0
ecommerce,operating,2009,2021.0,CHE,1.0,3652913.0,1.0,2.0,40.002121,-75.6988684,1,4380.0
mobile,operating,2011,2021.0,BRA,1.0,3652913.0,1.0,1.0,-22.9068467,-43.1728965,1,3650.0
mobile,operating,2007,2021.0,USA,1.0,3652913.0,1.0,4.0,44.9537029,-93.0899578,1,5110.0
advertising,operating,2011,2021.0,USA,1.0,3652913.0,1.0,2.0,39.1637984,-119.7674034,1,3650.0
consulting,operating,2010,2021.0,USA,1.0,3652913.0,1.0,1.0,34.774531,-96.6783449,1,4015.0
network_hosting,operating,1982,2021.0,USA,1.0,3652913.0,1.0,2.0,33.7420005,-117.8236391,1,14235.0
consulting,operating,1997,2021.0,USA,1.0,3652913.0,1.0,1.0,34.0522342,-118.2436849,1,8760.0
games_video,operating,2011,2021.0,USA,1.0,3652913.0,1.0,3.0,37.7749295,-122.4194155,1,3650.0
social,operating,2011,2021.0,USA,1.0,175000.0,1.0,8.0,34.0522342,-118.2436849,1,3650.0
other,operating,2006,2021.0,GBR,1.0,3652913.0,1.0,6.0,54.9966124,-7.3085748,1,5475.0
hardware,operating,2006,2021.0,USA,1.0,3652913.0,1.0,1.0,25.9564812,-80.1392121,1,5475.0
other,operating,1998,2021.0,USA,1.0,3652913.0,1.0,2.0,39.1856597,-78.1633341,1,8395.0
games_video,operating,2000,2021.0,USA,1.0,500000.0,1.0,7.0,37.2358078,-121.9623751,1,7665.0
software,operating,2011,2021.0,NOR,1.0,3652913.0,1.0,2.0,59.9138688,10.7522454,1,3650.0
web,operating,2011,2021.0,USA,1.0,3652913.0,1.0,5.0,40.7127753,-74.0059728,1,3650.0
web,operating,2011,2021.0,USA,1.0,3652913.0,1.0,3.0,34.3916641,-118.542586,1,3650.0
public_relations,operating,2010,2021.0,USA,1.0,3652913.0,1.0,6.0,37.5364134,-122.2455364,1,4015.0
mobile,operating,2009,2021.0,CAN,1.0,3652913.0,1.0,1.0,40.6958108,-73.8272029,1,4380.0
consulting,operating,2001,2021.0,USA,1.0,3652913.0,1.0,1.0,37.3541079,-121.9552356,1,7300.0
software,operating,2004,2021.0,GBR,1.0,2722768.0,2.0,5.0,51.5073509,-0.1277583,1,6205.0
advertising,operating,2006,2021.0,BRA,1.0,3652913.0,2.0,1.0,-1.4557794,-48.4901968,1,5475.0
software,operating,2002,2021.0,USA,1.0,2700000.0,2.0,7.0,41.8781136,-87.6297982,1,6935.0
web,operating,2004,2021.0,GBR,1.0,3652913.0,1.0,1.0,51.5073509,-0.1277583,1,6205.0
enterprise,operating,2008,2021.0,USA,1.0,3652913.0,1.0,2.0,41.3164856,-73.0931641,1,4745.0
web,operating,2000,2021.0,USA,1.0,9400000.0,1.0,4.0,37.7749295,-122.4194155,1,7665.0
other,operating,1999,2021.0,USA,1.0,3652913.0,1.0,1.0,42.4906231,-71.2760089,1,8030.0
mobile,operating,2010,2021.0,USA,1.0,250000.0,2.0,6.0,40.7127753,-74.0059728,1,4015.0
advertising,operating,2004,2021.0,USA,1.0,3652913.0,1.0,1.0,34.0522342,-118.2436849,1,6205.0
web,acquired,2011,2013.0,USA,1.0,3652913.0,2.0,5.0,40.0149856,-105.2705456,0,730.0
web,operating,2003,2021.0,USA,1.0,3652913.0,1.0,2.0,41.8781136,-87.6297982,1,6570.0
software,operating,1995,2021.0,USA,1.0,3652913.0,1.0,4.0,33.7489954,-84.3879824,1,9490.0
software,operating,2010,2021.0,GBR,1.0,3652913.0,1.0,2.0,51.5073509,-0.1277583,1,4015.0
messaging,operating,2009,2021.0,BEL,2.0,1070000.0,1.0,2.0,51.0536024,3.1457942,1,4380.0
advertising,operating,2013,2021.0,USA,1.0,3652913.0,1.0,2.0,41.8781136,-87.6297982,1,2920.0
medical,operating,2002,2021.0,USA,1.0,525000.0,1.0,1.0,29.7604267,-95.3698028,1,6935.0
consulting,operating,2011,2021.0,USA,1.0,3652913.0,1.0,2.0,26.640628,-81.8723084,1,3650.0
web,operating,2011,2021.0,USA,1.0,3652913.0,1.0,1.0,36.1626638,-86.7816016,1,3650.0
advertising,operating,2008,2021.0,USA,1.0,3652913.0,1.0,4.0,48.7519112,-122.4786854,1,4745.0
medical,operating,1997,2021.0,USA,1.0,3652913.0,1.0,4.0,43.0730517,-89.4012302,1,8760.0
ecommerce,operating,2011,2021.0,USA,1.0,3652913.0,1.0,2.0,37.7749295,-122.4194155,1,3650.0
search,operating,2007,2021.0,KOR,3.0,6400000.0,2.0,5.0,37.566535,126.9779692,1,5110.0
ecommerce,operating,2010,2021.0,AUS,1.0,3652913.0,1.0,3.0,-33.8688197,151.2092955,1,4015.0
software,operating,2005,2021.0,USA,1.0,1500000.0,1.0,5.0,33.9191799,-118.4164652,1,5840.0
analytics,operating,2010,2021.0,FIN,2.0,3859800.0,1.0,7.0,60.4518126,22.2666302,1,4015.0
software,operating,1978,2021.0,USA,1.0,3652913.0,1.0,7.0,41.8505874,-87.7936685,1,15695.0
games_video,operating,2011,2021.0,USA,1.0,3652913.0,1.0,3.0,37.7749295,-122.4194155,1,3650.0
ecommerce,operating,2010,2021.0,USA,1.0,3652913.0,1.0,4.0,37.3382082,-121.8863286,1,4015.0
software,operating,2010,2021.0,USA,1.0,10000000.0,1.0,4.0,37.36883,-122.0363496,1,4015.0
advertising,operating,1997,2021.0,USA,1.0,3652913.0,1.0,4.0,35.9940329,-78.898619,1,8760.0
analytics,operating,2009,2021.0,CAN,1.0,180000.0,1.0,3.0,28.8052674,-97.0035982,1,4380.0
software,operating,1994,2021.0,USA,1.0,20000000.0,2.0,7.0,37.5482697,-121.9885719,1,9855.0
mobile,operating,2010,2021.0,USA,1.0,3652913.0,2.0,1.0,36.1699412,-115.1398296,1,4015.0
web,operating,2005,2021.0,USA,1.0,3652913.0,2.0,2.0,43.0417746,-76.1318097,1,5840.0
other,operating,1999,2021.0,BRA,1.0,3652913.0,1.0,3.0,-23.5505199,-46.6333094,1,8030.0
mobile,operating,2010,2021.0,USA,2.0,3500000.0,3.0,4.0,40.7127753,-74.0059728,1,4015.0
fashion,operating,2011,2021.0,USA,1.0,1500000.0,2.0,7.0,41.8781136,-87.6297982,1,3650.0
software,operating,1998,2021.0,GBR,1.0,3652913.0,1.0,5.0,51.5073509,-0.1277583,1,8395.0
mobile,closed,2004,2012.0,USA,3.0,10125000.0,2.0,5.0,33.1580933,-117.3505939,0,2920.0
web,operating,2011,2021.0,USA,1.0,3652913.0,2.0,2.0,32.715738,-117.1610838,1,3650.0
public_relations,operating,2006,2021.0,USA,1.0,3652913.0,1.0,1.0,39.9606643,-75.6054882,1,5475.0
mobile,operating,2011,2021.0,SGP,1.0,3652913.0,2.0,4.0,1.352083,103.819836,1,3650.0
web,operating,2010,2021.0,CAN,1.0,3652913.0,2.0,3.0,49.2827291,-123.1207375,1,4015.0
enterprise,operating,2011,2021.0,CHN,1.0,3652913.0,1.0,2.0,39.9041999,116.4073963,1,3650.0
software,operating,2008,2021.0,USA,1.0,700000.0,1.0,1.0,37.6780742,-97.2392359,1,4745.0
ecommerce,operating,2011,2021.0,USA,1.0,250000.0,1.0,2.0,40.7127753,-74.0059728,1,3650.0
web,operating,2010,2021.0,USA,1.0,2100000.0,2.0,5.0,37.7749295,-122.4194155,1,4015.0
other,operating,2002,2021.0,IND,1.0,3652913.0,1.0,3.0,12.9715987,77.5945627,1,6935.0
public_relations,operating,1993,2021.0,RUS,1.0,3652913.0,1.0,1.0,56.5010397,84.9924506,1,10220.0
advertising,operating,2009,2021.0,IND,1.0,3652913.0,1.0,1.0,17.385044,78.486671,1,4380.0
social,operating,2010,2021.0,FIN,1.0,500000.0,1.0,2.0,60.1698557,24.9383791,1,4015.0
advertising,operating,2000,2021.0,USA,1.0,3652913.0,1.0,2.0,39.7392358,-104.990251,1,7665.0
advertising,operating,2004,2021.0,USA,1.0,120000.0,1.0,1.0,32.715738,-117.1610838,1,6205.0
cleantech,operating,2009,2021.0,FRA,1.0,3652913.0,2.0,3.0,48.856614,2.3522219,1,4380.0
enterprise,operating,2008,2021.0,USA,2.0,6500000.0,1.0,7.0,34.0753762,-84.2940899,1,4745.0
enterprise,operating,2011,2021.0,USA,1.0,1000000.0,1.0,3.0,38.9108408,-94.3821724,1,3650.0
finance,operating,2011,2021.0,LTU,1.0,3652913.0,2.0,2.0,54.6871555,25.2796514,1,3650.0
network_hosting,closed,2011,2012.0,GBR,1.0,54994.0,1.0,3.0,50.8279319,-0.168749,0,365.0
ecommerce,operating,2011,2021.0,RUS,1.0,3652913.0,1.0,1.0,55.8304307,49.0660806,1,3650.0
mobile,operating,2011,2021.0,CHN,1.0,3652913.0,1.0,2.0,39.9041999,116.4073963,1,3650.0
software,operating,2011,2021.0,USA,1.0,3652913.0,1.0,1.0,40.7127753,-74.0059728,1,3650.0
mobile,operating,2011,2021.0,USA,1.0,800000.0,3.0,4.0,37.5071591,-122.2605222,1,3650.0
advertising,operating,2003,2021.0,FIN,1.0,3652913.0,1.0,1.0,60.1698557,24.9383791,1,6570.0
mobile,operating,2010,2021.0,USA,1.0,3652913.0,1.0,3.0,37.7749295,-122.4194155,1,4015.0
advertising,operating,2008,2021.0,USA,1.0,3652913.0,1.0,4.0,30.267153,-97.7430608,1,4745.0
other,operating,2011,2021.0,USA,1.0,3652913.0,1.0,3.0,40.7127753,-74.0059728,1,3650.0
software,operating,2010,2021.0,UKR,1.0,3652913.0,1.0,1.0,49.553517,25.594767,1,4015.0
enterprise,operating,2011,2021.0,USA,3.0,3652913.0,2.0,5.0,37.8718992,-122.2585399,1,3650.0
cleantech,operating,2009,2021.0,USA,1.0,3652913.0,1.0,3.0,40.7127753,-74.0059728,1,4380.0
hardware,operating,1968,2021.0,CAN,1.0,3652913.0,1.0,5.0,45.4719655,-73.7990191,1,19345.0
search,operating,2010,2021.0,USA,1.0,3652913.0,1.0,3.0,33.6845673,-117.8265049,1,4015.0
mobile,operating,2011,2021.0,AUS,1.0,100000.0,1.0,4.0,-33.8688197,151.2092955,1,3650.0
software,operating,2002,2021.0,USA,2.0,14300000.0,1.0,2.0,42.3600825,-71.0588801,1,6935.0
web,operating,2011,2021.0,AUS,1.0,3652913.0,1.0,2.0,-33.8688197,151.2092955,1,3650.0
mobile,operating,2009,2021.0,USA,1.0,3652913.0,1.0,7.0,34.2257255,-77.9447102,1,4380.0
software,closed,2011,2012.0,POL,1.0,7208.0,1.0,3.0,52.2296756,21.0122287,0,365.0
software,operating,2011,2021.0,IND,1.0,3652913.0,1.0,1.0,12.9141417,74.8559568,1,3650.0
consulting,operating,2008,2021.0,USA,1.0,3652913.0,1.0,2.0,40.7127753,-74.0059728,1,4745.0
consulting,operating,2005,2021.0,FIN,1.0,3652913.0,1.0,1.0,60.1698557,24.9383791,1,5840.0
games_video,operating,2011,2021.0,USA,1.0,3652913.0,1.0,2.0,34.0522342,-118.2436849,1,3650.0
games_video,operating,2007,2021.0,FRA,1.0,3652913.0,1.0,2.0,48.856614,2.3522219,1,5110.0
mobile,operating,2000,2021.0,IRL,1.0,3652913.0,2.0,3.0,31.9753163,-98.4379424,1,7665.0
consulting,operating,2011,2021.0,USA,1.0,3652913.0,1.0,1.0,33.7489954,-84.3879824,1,3650.0
finance,operating,2011,2021.0,USA,2.0,10455481.0,1.0,5.0,25.790654,-80.1300455,1,3650.0
advertising,operating,2003,2021.0,ROM,1.0,3652913.0,1.0,1.0,44.4267674,26.1025384,1,6570.0
enterprise,operating,1997,2021.0,USA,1.0,1253000.0,1.0,6.0,37.3382082,-121.8863286,1,8760.0
hospitality,operating,2010,2021.0,USA,1.0,625000.0,1.0,3.0,41.8781136,-87.6297982,1,4015.0
consulting,operating,2001,2021.0,USA,1.0,3652913.0,1.0,3.0,37.7749295,-122.4194155,1,7300.0
ecommerce,operating,2010,2021.0,USA,1.0,3652913.0,1.0,2.0,45.5230622,-122.6764815,1,4015.0
mobile,operating,2005,2021.0,USA,2.0,383000.0,1.0,1.0,34.1425078,-118.255075,1,5840.0
games_video,closed,2006,2011.0,USA,2.0,1708000.0,3.0,4.0,37.7749295,-122.4194155,0,1825.0
mobile,operating,2010,2021.0,USA,1.0,3652913.0,1.0,5.0,34.1477849,-118.1445155,1,4015.0
consulting,operating,2011,2021.0,AUT,1.0,3652913.0,2.0,3.0,46.6364598,14.3122246,1,3650.0
web,operating,2011,2021.0,USA,1.0,100000.0,2.0,4.0,40.7127753,-74.0059728,1,3650.0
games_video,operating,2011,2021.0,USA,1.0,3652913.0,1.0,4.0,33.6188829,-117.9298493,1,3650.0
web,closed,2011,2012.0,USA,1.0,3652913.0,1.0,4.0,30.267153,-97.7430608,0,365.0
software,operating,2003,2021.0,FRA,1.0,3652913.0,1.0,4.0,48.856614,2.3522219,1,6570.0
search,operating,2008,2021.0,GBR,1.0,3652913.0,1.0,1.0,51.090856,-0.713373,1,4745.0
education,operating,1998,2021.0,USA,1.0,3652913.0,2.0,3.0,33.1580933,-117.3505939,1,8395.0
consulting,operating,2000,2021.0,IND,1.0,3652913.0,1.0,5.0,18.5204303,73.8567437,1,7665.0
consulting,operating,2000,2021.0,IND,1.0,3652913.0,1.0,4.0,18.5204303,73.8567437,1,7665.0
ecommerce,operating,2005,2021.0,USA,1.0,3652913.0,1.0,1.0,39.1156615,-77.5636015,1,5840.0
web,operating,2010,2021.0,IND,1.0,203112.0,1.0,2.0,18.5204303,73.8567437,1,4015.0
web,operating,2006,2021.0,SWE,1.0,3652913.0,1.0,3.0,59.3293235,18.0685808,1,5475.0
advertising,operating,2003,2021.0,USA,1.0,575000.0,1.0,4.0,27.950575,-82.4571776,1,6570.0
advertising,operating,2010,2021.0,USA,1.0,3652913.0,1.0,2.0,40.4406248,-79.9958864,1,4015.0
mobile,operating,1985,2021.0,USA,1.0,3652913.0,1.0,4.0,33.7454725,-117.867653,1,13140.0
ecommerce,operating,1996,2021.0,USA,1.0,3652913.0,1.0,1.0,26.2378597,-80.1247667,1,9125.0
software,closed,2006,2013.0,USA,1.0,1000000.0,1.0,2.0,37.665978,-77.5063739,0,2555.0
web,operating,2012,2021.0,USA,1.0,3652913.0,1.0,1.0,40.7127753,-74.0059728,1,3285.0
software,operating,2010,2021.0,CAN,1.0,3652913.0,2.0,6.0,49.2827291,-123.1207375,1,4015.0
enterprise,operating,2011,2021.0,USA,1.0,1000000.0,3.0,3.0,37.5629917,-122.3255254,1,3650.0
advertising,operating,2010,2021.0,CAN,2.0,79233.0,2.0,2.0,35.0338633,-80.8047015,1,4015.0
software,operating,1998,2021.0,USA,1.0,3652913.0,1.0,1.0,35.0853336,-106.6055534,1,8395.0
messaging,operating,2011,2021.0,USA,1.0,3652913.0,1.0,2.0,40.7127753,-74.0059728,1,3650.0
games_video,operating,2005,2021.0,BRA,1.0,750000.0,1.0,1.0,-19.9245018,-43.9352376,1,5840.0
advertising,operating,2011,2021.0,USA,1.0,3652913.0,1.0,1.0,37.5407246,-77.4360481,1,3650.0
enterprise,operating,2002,2021.0,USA,1.0,3652913.0,1.0,3.0,41.8781136,-87.6297982,1,6935.0
other,operating,2005,2021.0,ARE,1.0,3652913.0,1.0,3.0,25.2048493,55.2707828,1,5840.0
social,operating,2010,2021.0,CHL,2.0,3652913.0,1.0,8.0,-33.4375545,-70.6504896,1,4015.0
mobile,operating,2011,2021.0,ITA,1.0,3652913.0,1.0,1.0,39.0825197,-94.5823061,1,3650.0
other,operating,2011,2021.0,USA,1.0,3652913.0,3.0,2.0,40.7127753,-74.0059728,1,3650.0
security,operating,2011,2021.0,USA,1.0,1000000.0,2.0,2.0,40.6781784,-73.9441579,1,3650.0
advertising,operating,2007,2021.0,USA,1.0,3652913.0,2.0,5.0,37.7749295,-122.4194155,1,5110.0
news,operating,2010,2021.0,USA,1.0,75000.0,1.0,4.0,42.3600825,-71.0588801,1,4015.0
advertising,operating,2002,2021.0,USA,1.0,3652913.0,1.0,1.0,39.2903848,-76.6121893,1,6935.0
web,operating,2011,2021.0,BRA,1.0,3652913.0,1.0,3.0,-23.5505199,-46.6333094,1,3650.0
public_relations,operating,2007,2021.0,CAN,1.0,3652913.0,1.0,8.0,43.653226,-79.3831843,1,5110.0
software,operating,2004,2021.0,GBR,1.0,3652913.0,1.0,5.0,51.5073509,-0.1277583,1,6205.0
public_relations,operating,2011,2021.0,CHL,1.0,120000.0,1.0,3.0,18.335765,-64.896335,1,3650.0
advertising,operating,2003,2021.0,USA,1.0,3652913.0,1.0,3.0,41.8781136,-87.6297982,1,6570.0
mobile,operating,2010,2021.0,USA,1.0,3652913.0,2.0,2.0,41.8781136,-87.6297982,1,4015.0
software,operating,2010,2021.0,ARG,1.0,3652913.0,1.0,2.0,-38.7183177,-62.2663478,1,4015.0
software,closed,2011,2013.0,AUS,1.0,3500000.0,2.0,8.0,-33.886111,151.211111,0,730.0
nonprofit,operating,2011,2021.0,USA,1.0,300000.0,1.0,3.0,47.7510741,-120.7401385,1,3650.0
software,operating,2008,2021.0,USA,1.0,3652913.0,2.0,3.0,37.4418834,-122.1430195,1,4745.0
consulting,operating,2010,2021.0,USA,1.0,3652913.0,1.0,1.0,40.2067884,-75.099807,1,4015.0
consulting,operating,2011,2021.0,USA,2.0,4500000.0,2.0,3.0,37.4418834,-122.1430195,1,3650.0
messaging,operating,2010,2021.0,USA,3.0,11900000.0,2.0,8.0,52.205337,0.121817,1,4015.0
ecommerce,operating,2010,2021.0,PAK,1.0,3652913.0,1.0,1.0,31.5546061,74.3571581,1,4015.0
software,operating,2010,2021.0,USA,1.0,3000000.0,2.0,6.0,37.5482697,-121.9885719,1,4015.0
security,operating,2005,2021.0,USA,1.0,3652913.0,1.0,7.0,38.984652,-77.0947092,1,5840.0
consulting,operating,1993,2021.0,GBR,1.0,3652913.0,1.0,2.0,40.2798274,-75.2993417,1,10220.0
search,operating,2002,2021.0,GBR,1.0,3652913.0,2.0,2.0,51.280233,1.0789089,1,6935.0
web,operating,2010,2021.0,RUS,1.0,400000.0,3.0,3.0,55.755826,37.6172999,1,4015.0
network_hosting,operating,2011,2021.0,NLD,1.0,3652913.0,1.0,2.0,52.3702157,4.8951679,1,3650.0
mobile,operating,2011,2021.0,CAN,1.0,3652913.0,1.0,2.0,43.5890452,-79.6441198,1,3650.0
ecommerce,operating,2010,2021.0,FRA,1.0,3652913.0,1.0,2.0,48.856614,2.3522219,1,4015.0
web,operating,2003,2021.0,CAN,1.0,3652913.0,1.0,3.0,45.5016889,-73.567256,1,6570.0
enterprise,operating,2002,2021.0,USA,1.0,1200000.0,2.0,3.0,39.6172101,-104.9508141,1,6935.0
other,operating,2011,2021.0,IND,1.0,3652913.0,1.0,1.0,12.9715987,77.5945627,1,3650.0
fashion,operating,2010,2021.0,GBR,2.0,3563271.0,1.0,3.0,42.9814292,-70.9477546,1,4015.0
ecommerce,operating,2011,2021.0,GBR,1.0,3652913.0,1.0,3.0,51.5073509,-0.1277583,1,3650.0
advertising,operating,2007,2021.0,USA,1.0,3652913.0,1.0,4.0,39.3722121,-104.8560902,1,5110.0
consulting,operating,1996,2021.0,USA,1.0,3652913.0,1.0,1.0,33.1031744,-96.6705503,1,9125.0
network_hosting,operating,2003,2021.0,PAK,1.0,3652913.0,1.0,1.0,32.4270993,75.1793444,1,6570.0
web,operating,2010,2021.0,USA,1.0,3652913.0,1.0,2.0,47.6062095,-122.3320708,1,4015.0
security,operating,2012,2021.0,USA,1.0,3652913.0,2.0,1.0,47.7510741,-120.7401385,1,3285.0
software,operating,2005,2021.0,USA,1.0,230981.0,1.0,2.0,39.0228485,-94.7151865,1,5840.0
web,operating,2009,2021.0,USA,1.0,3652913.0,1.0,3.0,37.3860517,-122.0838511,1,4380.0
advertising,operating,2011,2021.0,USA,1.0,3652913.0,1.0,7.0,40.7127753,-74.0059728,1,3650.0
web,operating,2011,2021.0,USA,1.0,3652913.0,1.0,1.0,47.6739881,-122.121512,1,3650.0
public_relations,operating,2000,2021.0,USA,1.0,3652913.0,1.0,1.0,42.4792618,-71.1522765,1,7665.0
biotech,operating,2000,2021.0,DEU,1.0,3652913.0,1.0,1.0,50.937531,6.9602786,1,7665.0
sports,operating,1998,2021.0,USA,1.0,3652913.0,2.0,8.0,41.8781136,-87.6297982,1,8395.0
advertising,operating,2001,2021.0,GBR,1.0,3652913.0,1.0,2.0,55.953252,-3.188267,1,7300.0
enterprise,operating,2011,2021.0,AUS,1.0,3652913.0,1.0,4.0,-37.8136276,144.9630576,1,3650.0
other,operating,2010,2021.0,USA,1.0,4500000.0,1.0,1.0,34.0522342,-118.2436849,1,4015.0
automotive,operating,2000,2021.0,GBR,1.0,3652913.0,1.0,1.0,53.4807593,-2.2426305,1,7665.0
software,operating,2011,2021.0,USA,1.0,5000.0,1.0,2.0,40.0698321,-75.3162951,1,3650.0
software,operating,2011,2021.0,USA,1.0,3652913.0,2.0,4.0,40.7127753,-74.0059728,1,3650.0
education,operating,2006,2021.0,USA,2.0,7200000.0,3.0,5.0,37.3860517,-122.0838511,1,5475.0
mobile,operating,2010,2021.0,USA,1.0,3652913.0,1.0,4.0,38.8816208,-77.0909809,1,4015.0
other,operating,2011,2021.0,USA,1.0,3652913.0,1.0,5.0,34.1367208,-118.6614809,1,3650.0
enterprise,operating,2010,2021.0,GBR,1.0,3652913.0,2.0,3.0,50.8967976,-1.389057,1,4015.0
web,operating,2011,2021.0,USA,2.0,20000000.0,1.0,5.0,37.7749295,-122.4194155,1,3650.0
biotech,operating,2007,2021.0,USA,3.0,6953002.0,1.0,6.0,33.854721,35.862285,1,5110.0
ecommerce,operating,2011,2021.0,ESP,2.0,21100000.0,3.0,8.0,-23.5492651,-46.9331962,1,3650.0
software,operating,2007,2021.0,USA,1.0,3652913.0,1.0,3.0,38.8816208,-77.0909809,1,5110.0
biotech,operating,2008,2021.0,USA,2.0,311500.0,1.0,3.0,42.5584283,-70.880049,1,4745.0
health,operating,2006,2021.0,USA,1.0,20000000.0,1.0,2.0,37.6780742,-97.2392359,1,5475.0
analytics,operating,2011,2021.0,DEU,1.0,3652913.0,2.0,7.0,52.5200066,13.404954,1,3650.0
ecommerce,operating,2000,2021.0,ZAF,1.0,3652913.0,1.0,2.0,-26.2041028,28.0473051,1,7665.0
advertising,operating,2011,2021.0,POL,1.0,3652913.0,1.0,1.0,53.1234804,18.0084378,1,3650.0
web,operating,2011,2021.0,GBR,1.0,3652913.0,1.0,1.0,54.978252,-1.61778,1,3650.0
mobile,operating,2010,2021.0,USA,2.0,1775000.0,1.0,3.0,40.7127753,-74.0059728,1,4015.0
